0,1,2,3,4,5,6,7,8,9,10
beef,specialty chocolate,,,,,,,,,
hygiene articles,tea,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
root vegetables,nut snack,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
curd,margarine,,,,,,,,,
pastry,berries,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
specialty bar,shopping bags,chocolate,,,,,,,,
ham,grapes,,,,,,,,,
pip fruit,pork,brown bread,whole milk,,,,,,,
oil,fruit/vegetable juice,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
meat,canned beer,soda,,,,,,,,
onions,grapes,,,,,,,,,
cat food,ham,whipped/sour cream,canned beer,,,,,,,
tropical fruit,dessert,,,,,,,,,
domestic eggs,soda,,,,,,,,,
pork,other vegetables,,,,,,,,,
newspapers,spread cheese,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
bottled water,photo/film,,,,,,,,,
sausage,root vegetables,,,,,,,,,
salt,cream cheese ,,,,,,,,,
pastry,whole milk,,,,,,,,,
sausage,curd,brown bread,,,,,,,,
soda,berries,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
cereals,sugar,,,,,,,,,
soda,rolls/buns,napkins,salt,,,,,,,
photo/film,whole milk,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
sausage,pastry,,,,,,,,,
liver loaf,rolls/buns,rolls/buns,other vegetables,rolls/buns,packaged fruit/vegetables,flower (seeds),shopping bags,,,
chocolate marshmallow,salt,,,,,,,,,
cat food,soda,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
napkins,other vegetables,,,,,,,,,
pip fruit,white wine,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
pickled vegetables,flour,,,,,,,,,
napkins,butter milk,cat food,shopping bags,,,,,,,
shopping bags,flower (seeds),curd cheese,decalcifier,,,,,,,
pork,root vegetables,,,,,,,,,
specialty chocolate,yogurt,hard cheese,pastry,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
meat,beverages,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
butter,root vegetables,,,,,,,,,
misc. beverages,margarine,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
white bread,popcorn,,,,,,,,,
pip fruit,herbs,frozen meals,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
pip fruit,rum,,,,,,,,,
beef,napkins,,,,,,,,,
oil,cream cheese ,white bread,,,,,,,,
misc. beverages,rolls/buns,frozen vegetables,beverages,condensed milk,,,,,,
margarine,yogurt,,,,,,,,,
root vegetables,yogurt,newspapers,,,,,,,,
pip fruit,soda,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
tropical fruit,soda,,,,,,,,,
berries,canned fish,,,,,,,,,
pastry,whipped/sour cream,pickled vegetables,,,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
newspapers,processed cheese,,,,,,,,,
dessert,soda,,,,,,,,,
onions,bottled beer,,,,,,,,,
male cosmetics,oil,,,,,,,,,
whole milk,canned beer,herbs,bottled beer,,,,,,,
photo/film,white bread,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
pork,pip fruit,yogurt,salty snack,,,,,,,
misc. beverages,bottled water,other vegetables,coffee,,,,,,,
whole milk,frozen fish,,,,,,,,,
whole milk,whole milk,,,,,,,,,
grapes,chocolate,,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,,,,,,,,
pip fruit,bottled beer,margarine,,,,,,,,
beef,butter milk,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
bottled water,whisky,,,,,,,,,
beverages,prosecco,,,,,,,,,
whole milk,white wine,,,,,,,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
domestic eggs,coffee,pastry,,,,,,,,
sausage,long life bakery product,curd,,,,,,,,
yogurt,bottled beer,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
sausage,whole milk,whipped/sour cream,yogurt,,,,,,,
beef,pastry,whole milk,,,,,,,,
chewing gum,other vegetables,,,,,,,,,
white wine,UHT-milk,,,,,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
chicken,onions,,,,,,,,,
cream cheese ,meat,rolls/buns,yogurt,frozen meals,whipped/sour cream,,,,,
soft cheese,soda,root vegetables,root vegetables,rolls/buns,root vegetables,margarine,shopping bags,,,
herbs,sausage,candy,whole milk,,,,,,,
whole milk,whole milk,pastry,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
white bread,salty snack,,,,,,,,,
ham,pastry,whole milk,specialty bar,tropical fruit,hard cheese,yogurt,candy,,,
frankfurter,pork,ketchup,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
meat,domestic eggs,,,,,,,,,
brown bread,coffee,,,,,,,,,
sugar,bottled beer,,,,,,,,,
meat,coffee,,,,,,,,,
bottled water,yogurt,,,,,,,,,
male cosmetics,hard cheese,,,,,,,,,
pastry,frozen dessert,,,,,,,,,
spices,soda,,,,,,,,,
house keeping products,rolls/buns,pickled vegetables,curd,,,,,,,
hamburger meat,soft cheese,pickled vegetables,,,,,,,,
mustard,zwieback,,,,,,,,,
meat,newspapers,cleaner,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
chocolate,tea,,,,,,,,,
whole milk,bottled water,,,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
bottled beer,rolls/buns,waffles,,,,,,,,
cream cheese ,frozen vegetables,pastry,bottled beer,,,,,,,
chicken,white bread,,,,,,,,,
specialty chocolate,white wine,nuts/prunes,cream cheese ,cake bar,yogurt,frozen vegetables,,,,
other vegetables,yogurt,,,,,,,,,
cling film/bags,fruit/vegetable juice,,,,,,,,,
nuts/prunes,onions,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
baking powder,whole milk,rolls/buns,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
oil,bottled beer,,,,,,,,,
sausage,whole milk,misc. beverages,specialty bar,soda,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
canned beer,ham,bottled water,domestic eggs,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
canned beer,hygiene articles,,,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
tropical fruit,sausage,bottled beer,curd,misc. beverages,waffles,fruit/vegetable juice,mayonnaise,,,
pip fruit,sliced cheese,sugar,,,,,,,,
whole milk,hard cheese,,,,,,,,,
root vegetables,rolls/buns,salty snack,,,,,,,,
curd,hygiene articles,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
beef,pastry,,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
sausage,salty snack,,,,,,,,,
soda,root vegetables,,,,,,,,,
whole milk,chewing gum,yogurt,,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
citrus fruit,other vegetables,dessert,bottled beer,,,,,,,
salty snack,soups,,,,,,,,,
liquor,butter milk,,,,,,,,,
curd,whole milk,canned beer,,,,,,,,
beef,napkins,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
ham,other vegetables,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pork,frozen meals,canned beer,,,,,,,,
candy,pastry,napkins,,,,,,,,
newspapers,soda,canned beer,,,,,,,,
red/blush wine,pork,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
curd,curd,,,,,,,,,
whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit,,,
other vegetables,specialty chocolate,,,,,,,,,
sliced cheese,newspapers,,,,,,,,,
white wine,waffles,,,,,,,,,
hard cheese,whipped/sour cream,,,,,,,,,
sausage,pip fruit,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
soft cheese,semi-finished bread,,,,,,,,,
bottled water,white bread,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
canned beer,male cosmetics,white wine,ice cream,,,,,,,
other vegetables,soda,rolls/buns,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
ham,specialty chocolate,soft cheese,,,,,,,,
pip fruit,vinegar,,,,,,,,,
coffee,softener,,,,,,,,,
cream cheese ,canned beer,waffles,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled beer,soups,detergent,,,,,,,,
pork,condensed milk,bottled beer,other vegetables,candy,,,,,,
misc. beverages,coffee,,,,,,,,,
sugar,whipped/sour cream,,,,,,,,,
dessert,processed cheese,UHT-milk,,,,,,,,
finished products,domestic eggs,,,,,,,,,
bottled beer,beverages,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
curd,soda,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
bottled water,beef,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
frankfurter,soda,chocolate,,,,,,,,
beef,candles,,,,,,,,,
white bread,white bread,,,,,,,,,
soda,other vegetables,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
ham,sausage,curd,other vegetables,,,,,,,
other vegetables,rolls/buns,rolls/buns,whole milk,newspapers,,,,,,
soda,soda,,,,,,,,,
beverages,beverages,sugar,pasta,domestic eggs,,,,,,
whole milk,detergent,yogurt,fruit/vegetable juice,,,,,,,
soda,onions,other vegetables,,,,,,,,
soda,candles,,,,,,,,,
dessert,herbs,waffles,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
curd,specialty chocolate,flour,,,,,,,,
butter milk,napkins,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
sausage,newspapers,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
soda,newspapers,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
yogurt,rolls/buns,rolls/buns,,,,,,,,
pip fruit,hamburger meat,brown bread,cream cheese ,curd,,,,,,
meat,rolls/buns,,,,,,,,,
newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
other vegetables,rolls/buns,waffles,,,,,,,,
detergent,whole milk,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
beef,kitchen towels,fruit/vegetable juice,,,,,,,,
yogurt,UHT-milk,dessert,frozen dessert,,,,,,,
berries,pork,whole milk,frozen vegetables,domestic eggs,,,,,,
citrus fruit,grapes,bottled water,,,,,,,,
waffles,whole milk,other vegetables,white bread,,,,,,,
rolls/buns,whole milk,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
salty snack,frozen meals,,,,,,,,,
pip fruit,white bread,,,,,,,,,
meat,specialty chocolate,,,,,,,,,
newspapers,dishes,,,,,,,,,
chicken,bottled water,,,,,,,,,
sausage,pork,,,,,,,,,
hamburger meat,tropical fruit,bottled water,whipped/sour cream,flour,,,,,,
bottled water,soda,soda,,,,,,,,
shopping bags,beef,citrus fruit,cat food,,,,,,,
domestic eggs,whole milk,rice,,,,,,,,
curd,cream cheese ,nut snack,chocolate marshmallow,yogurt,female sanitary products,,,,,
waffles,napkins,,,,,,,,,
rolls/buns,bottled water,white bread,brown bread,,,,,,,
white wine,citrus fruit,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
female sanitary products,dishes,,,,,,,,,
sausage,pastry,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
other vegetables,liquor,,,,,,,,,
ham,soft cheese,fruit/vegetable juice,sugar,,,,,,,
bottled water,frozen dessert,newspapers,,,,,,,,
butter milk,ham,whole milk,chicken,domestic eggs,shopping bags,chewing gum,shopping bags,white bread,,
sausage,whole milk,rolls/buns,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
whole milk,rolls/buns,canned fruit,onions,soda,,,,,,
ham,rolls/buns,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
ice cream,other vegetables,misc. beverages,,,,,,,,
other vegetables,chocolate,white wine,,,,,,,,
frozen meals,dental care,,,,,,,,,
other vegetables,whole milk,candy,,,,,,,,
root vegetables,butter,,,,,,,,,
chicken,cat food,,,,,,,,,
yogurt,red/blush wine,,,,,,,,,
chicken,herbs,,,,,,,,,
beef,butter,,,,,,,,,
bottled beer,yogurt,butter milk,,,,,,,,
berries,chocolate marshmallow,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
sausage,root vegetables,,,,,,,,,
female sanitary products,domestic eggs,,,,,,,,,
newspapers,soft cheese,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
root vegetables,dog food,,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
whole milk,grapes,,,,,,,,,
yogurt,soda,,,,,,,,,
other vegetables,dishes,,,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,waffles,dog food,,,,,,,,
white wine,sauces,,,,,,,,,
soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags,,
whole milk,onions,,,,,,,,,
berries,root vegetables,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
citrus fruit,hard cheese,butter,soft cheese,,,,,,,
bottled beer,pip fruit,butter,specialty bar,detergent,specialty bar,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
yogurt,butter,whole milk,,,,,,,,
chocolate,pastry,,,,,,,,,
margarine,beef,whipped/sour cream,,,,,,,,
pip fruit,tidbits,,,,,,,,,
rolls/buns,canned vegetables,cat food,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
coffee,specialty vegetables,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
red/blush wine,dog food,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
mayonnaise,pastry,,,,,,,,,
beef,hamburger meat,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
dishes,dessert,,,,,,,,,
pork,sliced cheese,,,,,,,,,
frozen vegetables,beef,,,,,,,,,
candy,candy,,,,,,,,,
whole milk,detergent,,,,,,,,,
liquor,domestic eggs,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
pork,coffee,frozen vegetables,,,,,,,,
tropical fruit,cocoa drinks,,,,,,,,,
root vegetables,pastry,,,,,,,,,
oil,whipped/sour cream,specialty cheese,soda,beverages,,,,,,
frozen meals,other vegetables,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
berries,ice cream,,,,,,,,,
root vegetables,yogurt,bottled water,,,,,,,,
whole milk,other vegetables,,,,,,,,,
salty snack,liquor,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
soda,soda,,,,,,,,,
cream cheese ,salty snack,,,,,,,,,
pastry,canned beer,whipped/sour cream,grapes,,,,,,,
specialty bar,whole milk,cling film/bags,,,,,,,,
brown bread,beef,bottled beer,specialty fat,,,,,,,
pork,whipped/sour cream,,,,,,,,,
pip fruit,canned beer,pork,white bread,,,,,,,
beef,bottled water,,,,,,,,,
whole milk,sugar,,,,,,,,,
hamburger meat,fruit/vegetable juice,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
canned beer,soda,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
tropical fruit,whole milk,vinegar,,,,,,,,
flour,seasonal products,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,onions,shopping bags,,,,,,
sausage,chocolate,,,,,,,,,
salt,soda,rolls/buns,,,,,,,,
chicken,yogurt,,,,,,,,,
pork,other vegetables,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
curd,other vegetables,,,,,,,,,
meat,citrus fruit,,,,,,,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
dessert,frozen meals,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
specialty bar,bottled water,dental care,,,,,,,,
newspapers,flour,,,,,,,,,
ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar,,,,
hard cheese,salty snack,,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
pork,root vegetables,rolls/buns,,,,,,,,
beef,dessert,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
citrus fruit,yogurt,citrus fruit,sausage,hard cheese,napkins,margarine,cream cheese ,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
tropical fruit,UHT-milk,napkins,whole milk,,,,,,,
other vegetables,soda,fruit/vegetable juice,,,,,,,,
sausage,detergent,bottled beer,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
zwieback,cream cheese ,,,,,,,,,
cream cheese ,misc. beverages,,,,,,,,,
berries,cake bar,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
pasta,soda,,,,,,,,,
chicken,liquor,,,,,,,,,
whole milk,onions,,,,,,,,,
other vegetables,pastry,,,,,,,,,
soda,pip fruit,,,,,,,,,
tropical fruit,curd,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
frankfurter,curd,,,,,,,,,
other vegetables,zwieback,oil,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
yogurt,sugar,margarine,,,,,,,,
whole milk,soft cheese,pastry,,,,,,,,
citrus fruit,cream cheese ,waffles,,,,,,,,
fruit/vegetable juice,ketchup,,,,,,,,,
beef,citrus fruit,pastry,,,,,,,,
sausage,soda,,,,,,,,,
other vegetables,beef,soda,curd,butter,,,,,,
newspapers,canned beer,,,,,,,,,
hamburger meat,root vegetables,fruit/vegetable juice,,,,,,,,
bottled water,soda,nut snack,,,,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
margarine,whipped/sour cream,,,,,,,,,
canned beer,white bread,,,,,,,,,
sausage,whole milk,other vegetables,semi-finished bread,yogurt,,,,,,
sliced cheese,root vegetables,,,,,,,,,
soda,whole milk,newspapers,coffee,,,,,,,
chicken,rolls/buns,,,,,,,,,
whipped/sour cream,sweet spreads,,,,,,,,,
salty snack,kitchen towels,,,,,,,,,
pip fruit,canned beer,hygiene articles,coffee,,,,,,,
beverages,whole milk,butter milk,fruit/vegetable juice,,,,,,,
ice cream,chewing gum,,,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
tropical fruit,coffee,,,,,,,,,
rolls/buns,newspapers,cereals,,,,,,,,
rolls/buns,curd cheese,Instant food products,,,,,,,,
ice cream,canned beer,,,,,,,,,
curd,yogurt,,,,,,,,,
butter,frozen dessert,whole milk,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
onions,flour,,,,,,,,,
yogurt,pastry,,,,,,,,,
meat,margarine,,,,,,,,,
chocolate,yogurt,other vegetables,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
Instant food products,coffee,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
butter,rolls/buns,cream cheese ,flour,,,,,,,
tropical fruit,UHT-milk,whole milk,,,,,,,,
meat,canned fish,brown bread,,,,,,,,
frankfurter,rolls/buns,jam,,,,,,,,
citrus fruit,frozen vegetables,margarine,,,,,,,,
UHT-milk,newspapers,bottled water,,,,,,,,
pickled vegetables,hygiene articles,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
butter,waffles,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,whole milk,sausage,newspapers,soda,flour,bottled water,liquor,,,
root vegetables,newspapers,,,,,,,,,
white wine,misc. beverages,chewing gum,,,,,,,,
sausage,bottled water,,,,,,,,,
citrus fruit,specialty fat,,,,,,,,,
pork,liquor,,,,,,,,,
canned beer,turkey,,,,,,,,,
shopping bags,hard cheese,yogurt,,,,,,,,
soda,whole milk,frozen fish,canned beer,ready soups,chocolate,,,,,
whole milk,brandy,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
yogurt,pot plants,,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
tropical fruit,pastry,rolls/buns,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
grapes,hard cheese,,,,,,,,,
processed cheese,other vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
butter,seasonal products,fruit/vegetable juice,,,,,,,,
rolls/buns,white bread,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
soda,whole milk,,,,,,,,,
chicken,other vegetables,pastry,onions,,,,,,,
chocolate,dessert,flour,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
pork,oil,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
canned beer,yogurt,,,,,,,,,
beef,chewing gum,,,,,,,,,
sausage,coffee,female sanitary products,,,,,,,,
whole milk,yogurt,pasta,,,,,,,,
oil,butter,,,,,,,,,
pastry,brown bread,,,,,,,,,
meat,long life bakery product,yogurt,napkins,,,,,,,
yogurt,soda,dessert,,,,,,,,
chewing gum,root vegetables,frozen vegetables,,,,,,,,
whole milk,frozen fish,,,,,,,,,
tropical fruit,pickled vegetables,bottled beer,,,,,,,,
packaged fruit/vegetables,dishes,,,,,,,,,
turkey,shopping bags,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
soda,seasonal products,,,,,,,,,
grapes,other vegetables,,,,,,,,,
pork,grapes,,,,,,,,,
grapes,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
canned beer,brown bread,,,,,,,,,
dessert,napkins,,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
whole milk,instant coffee,whole milk,,,,,,,,
margarine,frozen vegetables,baking powder,,,,,,,,
canned beer,sugar,rum,,,,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
pip fruit,soda,,,,,,,,,
pip fruit,hygiene articles,domestic eggs,hard cheese,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
frozen potato products,soda,,,,,,,,,
soda,snack products,whole milk,,,,,,,,
citrus fruit,ham,canned beer,frozen vegetables,tropical fruit,other vegetables,yogurt,whole milk,onions,,
beverages,other vegetables,,,,,,,,,
meat,rolls/buns,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
ham,meat,,,,,,,,,
canned fruit,dog food,,,,,,,,,
chicken,sugar,,,,,,,,,
ham,Instant food products,,,,,,,,,
other vegetables,pork,newspapers,,,,,,,,
hygiene articles,pastry,,,,,,,,,
